names,scores,logfoldchanges,pvals,pvals_adj,pct_in,pct_out,cluster,gene_idx
HU06G01765,18.47268,2.5442533,3.4264366579702694e-76,4.7045653816240306e-74,0.5460674157303365,0.15952949825399898,10,22201
HU02G02558,18.386368,2.7345917,1.6892428480921707e-75,2.2966250192076647e-73,0.5056179775280876,0.13012313912883755,10,15346
HU07G01882,18.314785,3.152658,6.307638372156017e-75,8.492347099599374e-73,0.46516853932584046,0.08013232861606312,10,4222
HU06G02626,18.246258,3.4267282,2.215809294026512e-74,2.968863322213783e-72,0.44719101123595295,0.06653188752067596,10,23062
HU02G02734,18.230024,2.773617,2.9818345038558048e-74,3.938151426878131e-72,0.4955056179775256,0.11652269803345039,10,15522
HU08G00999,18.084354,3.074305,4.232895111378372e-73,5.5639500433212865e-71,0.4741573033707842,0.10696563131777292,10,24143
HU08G00424,18.064781,3.364072,6.036185007080903e-73,7.896867508084379e-71,0.446067415730335,0.06708325675427274,10,23568
HU01G01683,18.033148,3.3322604,1.0702196809852082e-72,1.3870347127161097e-70,0.45056179775280686,0.07774306193714375,10,8649
HU09G00468,17.880129,3.099204,1.684485304426379e-71,2.1629259221419268e-69,0.4606741573033686,0.09024076456533736,10,18783
HU04G01015,17.838337,2.6003351,3.561352617130746e-71,4.551802527010195e-69,0.5022471910112335,0.13049071861790207,10,5737
HU06G00127,17.78528,2.3820362,9.19027582845485e-71,1.163891781288563e-68,0.5438202247191004,0.17165962139312807,10,20563
HU06G01984,17.777693,3.745216,1.052204121437216e-70,1.326494604911872e-68,0.4280898876404475,0.06506156956441789,10,22420
HU08G01154,17.700611,2.7352786,4.147883788874055e-70,5.158814210063763e-68,0.48314606741572796,0.11229553390920843,10,24298
HU09G01953,17.69055,2.9267166,4.958840865943054e-70,6.1125978407524715e-68,0.4595505617977506,0.082889174784047,10,20268
HU01G00774,17.491783,3.2025921,1.65494723329571e-68,1.9956505006720222e-66,0.4382022471910092,0.0725969490902405,10,7740
HU02G00171,17.47112,2.8810105,2.377770984827597e-68,2.854869188926121e-66,0.4719101123595483,0.11119279544201488,10,12959
HU10G00616,17.451565,2.678647,3.3492498761822805e-68,4.003941608444636e-66,0.4786516853932561,0.11339827237640199,10,16882
HU03G00031,17.43842,2.8677118,4.21567690776858e-68,5.018102962959724e-66,0.4629213483146045,0.09685719536849868,10,9800
HU04G00257,17.426313,2.6397002,5.2098662512910875e-68,6.175027370921295e-66,0.49101123595505375,0.12846903142804722,10,4979
HU08G02096,17.356827,2.7085667,1.7514124315800996e-67,2.0495959405010152e-65,0.48202247191011,0.12479323653740204,10,25240
HU07G00998,17.351198,2.7931967,1.9317306075775766e-67,2.251115479040508e-65,0.4662921348314584,0.10402499540525678,10,3338
HU09G00259,17.267883,2.9340422,8.209896751180196e-67,9.448194456181856e-65,0.45056179775280686,0.09060834405440188,10,18574
HU05G00338,17.198545,2.2390363,2.722840549256019e-66,3.1205777947775075e-64,0.5460674157303365,0.18691417018930556,10,337
HU11G01479,17.178673,3.1299896,3.835851736820473e-66,4.360137209865402e-64,0.42921348314606544,0.06579672854254692,10,26967
HU02G00922,17.177378,2.437964,3.9224841409410893e-66,4.440412148938821e-64,0.5022471910112335,0.14482631869141827,10,13710
HU04G00967,17.157951,2.789015,5.481391068217845e-66,6.179934198252924e-64,0.4662921348314584,0.1146848005881278,10,5689
HU06G00603,17.12144,2.8166451,1.027000780146197e-65,1.148543009570757e-63,0.4606741573033686,0.10328983642712775,10,21039
HU09G01733,17.084637,2.4258857,1.931448254870906e-65,2.151354110395365e-63,0.5067415730337056,0.15034001102738603,10,20048
HU05G00204,17.020094,2.2787528,5.827614382631612e-65,6.46515539609151e-63,0.524719101123594,0.1639404521227732,10,203
HU10G00036,17.005733,2.9416625,7.446840656328359e-65,8.228610581803468e-63,0.446067415730335,0.09244624149972447,10,16302
HU07G01232,16.861477,2.5297475,8.640249084885219e-64,9.434539699578407e-62,0.47640449438202015,0.12148502113582138,10,3572
HU05G02052,16.852386,2.3564065,1.0076430372353736e-63,1.0959599857930623e-61,0.5168539325842678,0.1742326778165797,10,2051
HU02G01189,16.837866,2.4219034,1.2879732169933102e-63,1.3953881708324009e-61,0.4921348314606717,0.13104208785149885,10,13977
HU03G00803,16.788488,3.1310055,2.962938149429362e-63,3.197552123518418e-61,0.42134831460673966,0.06818599522146629,10,10572
HU05G00526,16.72097,2.5666807,9.220556565294e-63,9.835851397631888e-61,0.4719101123595483,0.11744164675611168,10,525
HU03G00570,16.692047,2.6876962,1.4974450876191756e-62,1.5851770803480092e-60,0.4573033707865147,0.10714942106230518,10,10339
HU05G02127,16.614826,2.1655955,5.443232625542843e-62,5.718487002629952e-60,0.5348314606741562,0.19353060099246688,10,2126
HU02G01576,16.577604,2.8909087,1.0118145983479542e-61,1.0589689767992646e-59,0.4303370786516834,0.08049990810512764,10,14364
HU10G00524,16.55724,2.1827586,1.4196110842884228e-61,1.4801847151405794e-59,0.524719101123594,0.16283771365557964,10,16790
HU04G01712,16.510136,2.4214256,3.1018279740837133e-61,3.1862666244893255e-59,0.4955056179775256,0.15217790847270862,10,6434
HU02G01207,16.41144,2.2731297,1.5840295152548532e-60,1.6151859781468147e-58,0.4955056179775256,0.14813453409299893,10,13995
HU01G00829,16.247017,2.8489933,2.345032151594158e-59,2.3395491627505028e-57,0.4235955056179756,0.08031611836059538,10,7795
HU10G01539,16.16112,3.012528,9.482363843264738e-59,9.35919434850347e-57,0.4123595505617959,0.07406726704649857,10,17805
HU09G02039,16.15199,2.2853978,1.0995645206183283e-58,1.073817675329202e-56,0.5022471910112335,0.17055688292593452,10,20354
HU03G00459,16.12295,2.2357066,1.7600616131570086e-58,1.7068289804513857e-56,0.49101123595505375,0.14078294431170857,10,10228
HU02G00174,16.071573,2.7432265,4.0370906031962556e-58,3.8878023569322274e-56,0.4303370786516834,0.09171108252159543,10,12962
HU07G01413,15.936003,2.1180212,3.564392792308796e-57,3.3855628114617966e-55,0.5078651685393236,0.17000551369233774,10,3753
HU08G00009,15.914163,2.734657,5.053899522209909e-57,4.7839557422693455e-55,0.4235955056179756,0.08858665686454703,10,23153
HU03G01214,15.910186,3.049105,5.385337902434607e-57,5.080351929388565e-55,0.4056179775280881,0.07094284138945017,10,10983
HU05G00315,15.799175,2.0673923,3.152138209972768e-56,2.953532204513335e-54,0.5168539325842678,0.1764381547509668,10,314
HU06G02610,15.775772,2.038276,4.567770090969834e-56,4.2655590394965766e-54,0.5213483146067399,0.1817680573424023,10,23046
HU11G01171,15.718531,2.6326146,1.1291141075994058e-55,1.0508718045056886e-53,0.4280898876404475,0.0963058261349019,10,26659
HU09G01872,15.704475,2.3559692,1.4093881966542463e-55,1.3029793878068505e-53,0.4561797752808967,0.12607976474912785,10,20187
HU08G02202,15.676196,2.0816653,2.200438688089035e-55,2.0275470768820393e-53,0.5146067415730318,0.18323837529866038,10,25346
HU04G01864,15.59573,2.5550668,7.782891010964522e-55,7.147631860566259e-53,0.42584269662921154,0.09152729277706317,10,6586
HU04G00786,15.449852,2.5240886,7.561678923680252e-54,6.787157441691643e-52,0.4280898876404475,0.10200330821540193,10,5508
HU03G00737,15.350593,2.4801931,3.5096717364197004e-53,3.119895692615397e-51,0.42921348314606544,0.1043925748943213,10,10506
HU10G01968,15.335369,2.6940153,4.437403866636698e-53,3.9319934901331887e-51,0.4134831460674139,0.09226245175519221,10,18234
HU03G02814,15.249671,1.9361291,1.6546517998120706e-52,1.456881513263104e-50,0.5168539325842678,0.19040617533541848,10,12583
HU02G02945,15.208672,2.2327166,3.0976724393951883e-52,2.7016963870008033e-50,0.4606741573033686,0.14170189303436986,10,15733
HU04G02096,15.169996,2.4284356,5.588026106701102e-52,4.858429594650629e-50,0.42921348314606544,0.11082521595295036,10,6818
HU06G02126,15.108294,2.4170144,1.42789533979407e-51,1.2260890789222454e-49,0.4303370786516834,0.11100900569748262,10,22562
HU11G01393,14.906866,2.0271456,2.973863652373219e-50,2.476880132089226e-48,0.4999999999999975,0.18911964712369267,10,26881
HU04G00442,14.873453,2.5698385,4.901841985974032e-50,4.070436750927838e-48,0.4056179775280881,0.09060834405440188,10,5164
HU06G02188,14.488502,2.4240255,1.4323388216101667e-47,1.1127707904021841e-45,0.40786516853932403,0.09998162102554708,10,22624
HU03G02231,14.442605,2.398457,2.7908919307077628e-47,2.144193565046532e-45,0.41123595505617794,0.10770079029590196,10,12000
HU07G00385,14.418065,2.016286,3.983547904587076e-47,3.052035942920512e-45,0.4629213483146045,0.15824297004227317,10,2725
HU08G01904,14.396522,2.3191004,5.441396703693159e-47,4.1574969029457235e-45,0.4134831460674139,0.10494394412791808,10,25048
HU10G00618,14.378895,2.2287364,7.020628566157501e-47,5.3493717934719316e-45,0.4235955056179756,0.11541995956625684,10,16884
HU08G01498,14.376383,2.0289488,7.280126860358682e-47,5.5318991362204945e-45,0.4741573033707842,0.18507627274398297,10,24642
HU11G01360,14.233265,2.0474243,5.695923597345349e-46,4.2466785207627216e-44,0.4752808988764022,0.1929792317588701,10,26848
HU07G01131,14.22005,2.3188334,6.8803796763694564e-46,5.116014217804474e-44,0.4191011235955037,0.12203639036941816,10,3471
HU03G01794,14.00514,2.3020935,1.4499272872887488e-44,1.0610483723734419e-42,0.4134831460674139,0.12166881088035364,10,11563
HU09G00685,13.980085,1.9166728,2.0623957880523197e-44,1.501326697680606e-42,0.46966292134831233,0.1742326778165797,10,19000
HU02G02539,13.884317,2.0071132,7.884774811377554e-44,5.650755281487247e-42,0.444943820224717,0.14997243153832152,10,15327
HU03G02744,13.862319,2.203555,1.0715525921222732e-43,7.620387472438782e-42,0.42921348314606544,0.13912883661091824,10,12513
HU02G00621,13.757125,1.9818774,4.6152032238890604e-43,3.2405737066977996e-41,0.446067415730335,0.15530233412975702,10,13409
HU07G00967,13.576449,1.9138395,5.5240244111325435e-42,3.727708443862801e-40,0.4561797752808967,0.16963793420327322,10,3307
HU11G00434,13.271083,1.9980307,3.406211142591165e-40,2.207272571022569e-38,0.4303370786516834,0.15566991361882154,10,25922
HU06G02609,13.099518,1.7855048,3.3135675764085824e-39,2.093435005277723e-37,0.46179775280898655,0.1929792317588701,10,23045
HU02G00785,12.84257,1.8667595,9.46785037793635e-38,5.7967070691405005e-36,0.4280898876404475,0.1617349751883861,10,13573
HU10G01009,12.774715,1.9858865,2.2697694422320506e-37,1.377506684470589e-35,0.41011235955055997,0.14721558537033763,10,17275
HU02G01021,12.537105,1.8750538,4.6777324372444934e-36,2.69723303839867e-34,0.41123595505617794,0.1402315750781118,10,13809
HU04G00112,12.508054,1.845701,6.745644333343197e-36,3.8655050740759e-34,0.41460674157303185,0.14519389818048278,10,4834
HU01G00820,12.268723,1.6136615,1.3333982987953792e-34,7.251333689625459e-33,0.45393258426966077,0.18654659070024104,10,7786
HU09G01524,11.872673,1.6190413,1.641379268293665e-32,8.477402980656387e-31,0.4426966292134811,0.19316302150340237,10,19839
HU02G01145,11.490372,1.609211,1.4747520335029547e-30,7.239335867115831e-29,0.42134831460673966,0.1723947803712571,10,13933
HU05G01413,10.964963,1.572113,5.632349312785246e-28,2.595471336877922e-26,0.40674157303370606,0.17533541628377325,10,1412
HU04G01686,10.506251,1.4462103,8.084324212065388e-26,3.476259411188117e-24,0.4022471910112342,0.17018930343687,10,6408
HU06G00641,10.12397,1.3742462,4.3250637862338e-24,1.7384875958144123e-22,0.41123595505617794,0.18415732402132168,10,21077
