names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,cell_type
HU07G02269,23.90742,3.0946958,2.5642044428446624e-126,7.111821022229672e-122,0.9961315280464217,EN
HU07G00451,20.26591,3.153716,2.5716967310382374e-91,2.3775336278448504e-87,0.8994197292069632,EN
HU02G00903,18.088692,1.5494163,3.912678102743482e-73,2.1703625435918094e-69,0.9961315280464217,EN
HU08G00810,16.49509,2.0149097,3.979666716322713e-61,8.490465875170035e-58,0.8549323017408124,EN
HU07G00455,15.965211,2.4099338,2.2328576909088984e-57,3.870519253584894e-54,0.7640232108317214,EN
HU08G02237,14.716997,5.302476,5.014401165493468e-49,6.9537208162480665e-46,0.48549323017408125,EN
HU02G00171,14.598952,2.229952,2.8519499407753493e-48,3.595401436700196e-45,0.7775628626692457,EN
HU04G00256,14.179316,1.9255068,1.2304150800564077e-45,1.3650224898145787e-42,0.804642166344294,EN
HU04G00167,14.100221,2.0514555,3.785863661876837e-45,3.8889232837834845e-42,0.8123791102514507,EN
HU09G00512,13.917616,3.2189837,4.951448944929428e-44,4.5776145495872557e-41,0.5493230174081238,EN
HU04G01786,13.900879,4.422263,6.256867887896585e-44,5.597878415187477e-41,0.48936170212765956,EN
HU05G00712,13.527742,1.7962452,1.0726824335206225e-41,8.750249204027784e-39,0.8607350096711799,EN
HU01G00713,13.093381,2.2338305,3.5925428308065355e-39,2.4302237905468115e-36,0.6363636363636364,EN
HU0G00124,13.06903,1.2425101,4.949301375396098e-39,3.2348246261627964e-36,0.9477756286266924,EN
HU06G02306,13.068023,2.7354481,5.015231978546971e-39,3.2348246261627964e-36,0.5725338491295938,EN
HU05G00061,12.579295,2.1209762,2.744666669695609e-36,1.5859027100834942e-33,0.6286266924564797,EN
HU02G01706,12.050298,2.2541578,1.9325157980892004e-33,9.925615862963698e-31,0.6112185686653772,EN
HU0G00130,11.980955,1.8605509,4.4713963035955696e-33,2.2548032087313292e-30,0.7891682785299806,EN
HU08G02082,11.849571,3.117197,2.1629460230650005e-32,1.0524439991176805e-29,0.4661508704061896,EN
HU08G00805,11.519726,7.2597632,1.0494407727187456e-30,4.6945548115087755e-28,0.3655705996131528,EN
HU02G03069,11.463032,2.4070778,2.0230625120511938e-30,8.906291868530138e-28,0.5164410058027079,EN
HU11G01393,11.330263,1.6920618,9.292495523069349e-30,3.846677064661618e-27,0.6982591876208898,EN
HU07G00407,11.086497,1.5801522,1.4588851842581131e-28,5.323971129657733e-26,0.781431334622824,EN
HU01G00703,11.033201,2.3929706,2.642866285011961e-28,9.519467066858018e-26,0.4874274661508704,EN
HU08G01535,11.01445,3.1520646,3.255182084535629e-28,1.1428161406910843e-25,0.42166344294003866,EN
HU06G02418,10.800196,1.9914241,3.434715870151014e-27,1.1760721562794861e-24,0.5686653771760155,EN
HU07G00856,10.78975,6.743774,3.8483430563418666e-27,1.3016316422883132e-24,0.344294003868472,EN
HU05G00105,10.747402,2.2203562,6.0953904970487516e-27,2.0368151257306883e-24,0.5087040618955513,EN
HU06G01079,10.658995,1.2637315,1.5829863695525812e-26,5.226681780897719e-24,0.769825918762089,EN
HU03G00514,10.58204,1.439839,3.610127292830548e-26,1.150883683524773e-23,0.7350096711798839,EN
HU01G00154,10.55643,1.319362,4.743623758366225e-26,1.478251740879632e-23,0.7350096711798839,EN
HU01G01291,10.445936,1.8723322,1.529392320912598e-25,4.610619132664229e-23,0.5531914893617021,EN
HU07G00983,10.399687,1.3040159,2.4874848325910537e-25,7.418321702356223e-23,0.8065764023210832,EN
HU02G01083,10.192102,2.9877415,2.1506208211879882e-24,6.086476375066209e-22,0.39264990328820115,EN
HU0G00041,10.169702,2.1887448,2.707366571208398e-24,7.584728469945951e-22,0.4796905222437137,EN
HU07G01726,10.147364,2.3068478,3.404351562672416e-24,9.441969059071945e-22,0.4758220502901354,EN
HU07G00966,9.942107,3.543363,2.7299025085898756e-23,7.350858842304874e-21,0.3617021276595745,EN
HU03G00751,9.756357,1.8358488,1.732677760217545e-22,4.5335677056258126e-20,0.5241779497098646,EN
HU04G00938,9.697586,2.1374228,3.087150252296368e-22,7.927973356244423e-20,0.46421663442940037,EN
HU11G00828,9.604208,3.1755853,7.674577454073859e-22,1.900485765078022e-19,0.3713733075435203,EN
HU03G00803,9.574571,1.5592395,1.0228118021568734e-21,2.488393450247446e-19,0.6073500967117988,EN
HU03G00731,9.413927,1.7448597,4.779385165380939e-21,1.1427262720848305e-18,0.5377176015473888,EN
HU01G01358,9.389765,1.759796,6.013459352576172e-21,1.413417755455086e-18,0.539651837524178,EN
HU01G02137,9.32898,2.1341574,1.0689431634204946e-20,2.470594886455618e-18,0.42940038684719534,EN
HU0G00043,9.254478,1.2975193,2.1527803450434058e-20,4.85425714388446e-18,0.7872340425531915,EN
HU01G01416,9.01839,1.7595081,1.9087418792824944e-19,4.0411416810610674e-17,0.4912959381044487,EN
HU02G00777,8.945398,2.8684375,3.7061032116506283e-19,7.670803923517177e-17,0.3481624758220503,EN
HU09G01051,8.8305,0.72985333,1.0420876716180766e-18,2.1251692332593644e-16,0.9187620889748549,EN
HU09G01698,8.669982,2.6738086,4.321882152186989e-18,8.382335768594835e-16,0.344294003868472,EN
HU07G01667,8.63355,1.0657684,5.947695115246735e-18,1.1376505104921943e-15,0.7620889748549323,EN
HU10G01364,8.623041,1.5049564,6.519900065112976e-18,1.2385577281226603e-15,0.620889748549323,EN
HU0G00121,8.580945,1.1959052,9.409660085285362e-18,1.7283239898370167e-15,0.6808510638297872,EN
HU09G01195,8.520475,2.1957054,1.5889915402982806e-17,2.8617324915696632e-15,0.38684719535783363,EN
HU06G01177,8.511037,3.8429484,1.7238419622123348e-17,3.064792103971738e-15,0.29980657640232106,EN
HU04G01632,8.423636,2.4604506,3.6497545586566857e-17,6.4475122728881e-15,0.35589941972920697,EN
HU07G00257,8.398278,1.0547948,4.530723609891187e-17,7.953140463312155e-15,0.7949709864603481,EN
HU03G00138,8.2355585,2.0093374,1.7872256513916762e-16,3.0224819171553745e-14,0.3849129593810445,EN
HU05G00057,8.1588545,3.5094228,3.3821744829630397e-16,5.6170424721544856e-14,0.2940038684719536,EN
HU08G00586,8.156714,1.3369268,3.4425983206296413e-16,5.68336097753947e-14,0.5822050290135397,EN
HU05G00060,8.052891,1.0844213,8.086089559542445e-16,1.3038819414762192e-13,0.7562862669245648,EN
HU07G01636,8.037223,3.358131,9.189728661044324e-16,1.4648110598509445e-13,0.2940038684719536,EN
HU05G00283,7.9518986,5.990467,1.8367434172690343e-15,2.845926183126071e-13,0.2553191489361702,EN
HU11G00281,7.8310857,1.1955336,4.836753400975144e-15,7.41145610917379e-13,0.6073500967117988,EN
HU04G01313,7.755829,1.1950563,8.776821064624155e-15,1.301738675012572e-12,0.5725338491295938,EN
HU0G00006,7.739721,1.0837276,9.963552766021969e-15,1.454416505082207e-12,0.8491295938104448,EN
HU03G01021,7.722983,2.0876987,1.1363839396510415e-14,1.6501365741477296e-12,0.36363636363636365,EN
HU0G00082,7.541134,1.0549977,4.6590235421387794e-14,6.396931581248468e-12,0.8123791102514507,EN
HU07G01765,7.5245223,1.2434016,5.2913500836830647e-14,7.193901694654403e-12,0.5338491295938105,EN
HU06G01904,7.4708486,1.6944673,7.967945164506826e-14,1.052337900655223e-11,0.40425531914893614,EN
HU05G01626,7.449706,1.8506434,9.354844759949327e-14,1.2296522247260406e-11,0.3578336557059961,EN
HU10G00259,7.4303255,4.038447,1.0833070229438208e-13,1.4172415227050411e-11,0.2572533849129594,EN
HU02G03366,7.3306546,29.111673,2.2903108612214576e-13,2.940822765554497e-11,0.23017408123791103,EN
HU11G01557,7.310897,1.5150143,2.6536547346351e-13,3.36069013995911e-11,0.42940038684719534,EN
HU11G01384,7.223433,1.8521726,5.069128241857125e-13,6.332985215671504e-11,0.3617021276595745,EN
HU09G01542,7.201095,1.4505235,5.973085039587578e-13,7.428857110895135e-11,0.43520309477756286,EN
HU08G01497,7.1886992,0.99990016,6.541150079643612e-13,8.063057664840692e-11,0.6789168278529981,EN
HU09G00059,7.155979,1.2184293,8.30778833313412e-13,1.0195420770773223e-10,0.5106382978723404,EN
HU05G01943,7.1388006,2.0666735,9.414862744162467e-13,1.1439263544218887e-10,0.32108317214700194,EN
HU10G01002,7.1231327,1.158359,1.0550101644816257e-12,1.2722046483433863e-10,0.5589941972920697,EN
HU11G01401,7.1144495,1.6489711,1.1236045531033326e-12,1.343240184496592e-10,0.37524177949709864,EN
HU02G03040,7.1037526,1.9149086,1.2141427047937502e-12,1.4452466917362514e-10,0.32688588007736946,EN
HU06G02111,7.0946913,1.4702983,1.2964040214627165e-12,1.53003257596887e-10,0.4274661508704062,EN
HU07G01211,7.0697737,3.1703372,1.5518653793194191e-12,1.823770605738309e-10,0.26499032882011603,EN
HU02G00040,7.058888,1.4440383,1.6784033849801907e-12,1.960992260960791e-10,0.5164410058027079,EN
HU10G02029,7.0581326,1.6918954,1.687546653675075e-12,1.960992260960791e-10,0.3771760154738878,EN
HU05G00062,7.0412064,4.0745354,1.9058239536117762e-12,2.2024178063926087e-10,0.23984526112185686,EN
HU05G00965,7.017925,3.8960779,2.2518779324382224e-12,2.580819605627029e-10,0.23984526112185686,EN
HU10G01879,6.960098,2.689479,3.4003611173923546e-12,3.804481790371804e-10,0.2804642166344294,EN
HU02G00140,6.9587765,2.106834,3.432402774137327e-12,3.823200439385493e-10,0.31334622823984526,EN
HU06G00580,6.9308386,1.1967164,4.18353268957648e-12,4.641211165816146e-10,0.5067698259187621,EN
HU01G01222,6.9117727,1.729708,4.7863426256861195e-12,5.247004455470534e-10,0.3617021276595745,EN
HU06G00585,6.910766,1.3121818,4.8204380604996855e-12,5.263576756218849e-10,0.4700193423597679,EN
HU03G02664,6.8989363,1.3947666,5.239334709819886e-12,5.688870201540387e-10,0.4584139264990329,EN
HU02G01103,6.8830166,1.1007468,5.859816648674627e-12,6.323813803540497e-10,0.5454545454545454,EN
HU05G01875,6.8766613,1.2896453,6.1271511435230216e-12,6.586687479287248e-10,0.46034816247582205,EN
HU09G01857,6.8691106,1.0368735,6.46034199491663e-12,6.918053483745666e-10,0.6653771760154739,EN
HU03G01866,6.864958,2.3753016,6.651099692721181e-12,7.094932691446998e-10,0.29206963249516443,EN
HU08G01749,6.8344398,4.000875,8.232615359855782e-12,8.714946068916035e-10,0.23404255319148937,EN
HU02G00708,6.7988877,1.5896624,1.0542980629812305e-11,1.1043964861156313e-09,0.36363636363636365,EN
HU05G00841,6.798762,1.4154135,1.0552192854539113e-11,1.1043964861156313e-09,0.4912959381044487,EN
HU08G01871,6.790708,1.3378507,1.1158468986844137e-11,1.1547766319034407e-09,0.425531914893617,EN
HU05G00126,6.7732153,1.6987691,1.2595146910074865e-11,1.2986111507469382e-09,0.3404255319148936,EN
HU11G00383,6.7718935,2.4257965,1.2710751289845653e-11,1.3008586237043144e-09,0.27079303675048355,EN
HU03G01422,6.7632732,1.7328148,1.3490850822790606e-11,1.3756203954782997e-09,0.34235976789168276,EN
HU02G01041,6.7526393,1.6887592,1.4517975167194181e-11,1.4749305540737383e-09,0.35589941972920697,EN
HU10G01906,6.713941,2.9622648,1.8943675693645705e-11,1.883164320298436e-09,0.2514506769825919,EN
HU02G00017,6.6940575,2.0127757,2.170663611002749e-11,2.1501198303986157e-09,0.3056092843326886,EN
HU01G00071,6.654038,1.9069828,2.851591346324439e-11,2.79466028234305e-09,0.32495164410058025,EN
HU09G00793,6.642271,3.2668889,3.0888587525311415e-11,2.9967164169124385e-09,0.24177949709864605,EN
HU10G00583,6.6343427,2.219581,3.259513778835694e-11,3.138979675555833e-09,0.28433268858800775,EN
HU06G00125,6.598791,2.615665,4.145240019163257e-11,3.9781395132004476e-09,0.25918762088974856,EN
HU09G01357,6.5900445,2.2339752,4.3969419076609686e-11,4.205144269275068e-09,0.27852998065764023,EN
HU06G00268,6.530645,2.2600071,6.548710592895955e-11,6.1989245151525365e-09,0.2765957446808511,EN
HU04G00133,6.5089993,4.09415,7.565313466999243e-11,7.136869694123265e-09,0.2205029013539652,EN
HU05G00106,6.4974213,1.7242025,8.170843676630305e-11,7.630247453580522e-09,0.34235976789168276,EN
HU11G01324,6.4801803,1.582858,9.161313452426668e-11,8.526477469901129e-09,0.3404255319148936,EN
HU09G02081,6.477349,1.7789006,9.334833231100593e-11,8.658916376741636e-09,0.3191489361702128,EN
HU02G00113,6.387431,1.9963728,1.6869577939217873e-10,1.5595924804806924e-08,0.2804642166344294,EN
HU06G02068,6.380761,1.5062584,1.7621010734607093e-10,1.618273949418304e-08,0.3404255319148936,EN
