names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,cell_type
HU09G01854,5.836681,3.3628795,5.325095481534168e-09,3.991662788658112e-06,1.0,EN-LIKE
HU10G00298,5.8138885,6.869683,6.103798995140514e-09,4.4549701350058465e-06,0.9285714285714286,EN-LIKE
HU09G01927,5.7797008,6.7584143,7.483369234162803e-09,5.321826813064239e-06,0.9285714285714286,EN-LIKE
HU06G01079,5.7483616,4.139835,9.011246315722625e-09,6.248172914164175e-06,1.0,EN-LIKE
HU07G00076,5.736016,6.7033362,9.692969069470513e-09,6.556938954677188e-06,0.9285714285714286,EN-LIKE
HU06G00007,5.7284184,3.0773668,1.0137134740158803e-08,6.694129333769152e-06,1.0,EN-LIKE
HU08G00586,5.7189217,4.784489,1.0720224353519044e-08,6.914544708019783e-06,1.0,EN-LIKE
HU08G00278,5.698029,5.73525,1.2120056440836403e-08,7.638208573778688e-06,0.9285714285714286,EN-LIKE
HU02G00273,5.69423,4.1844273,1.239298308347002e-08,7.638208573778688e-06,1.0,EN-LIKE
HU06G02306,5.650545,5.4207053,1.5993969664555128e-08,9.643320622748619e-06,0.9285714285714286,EN-LIKE
HU10G00932,5.6296525,4.2983713,1.8057307943667792e-08,1.065573267697077e-05,1.0,EN-LIKE
HU07G01882,5.6154075,4.995871,1.9609964825329915e-08,1.1160768747266519e-05,0.9285714285714286,EN-LIKE
HU02G00549,5.6144576,4.8834476,1.9717961731244257e-08,1.1160768747266519e-05,1.0,EN-LIKE
HU08G02098,5.5897665,3.1904209,2.2737544909740816e-08,1.2612516161433232e-05,1.0,EN-LIKE
HU03G01862,5.5774207,3.8690608,2.4411122045385718e-08,1.3275342547622999e-05,1.0,EN-LIKE
HU05G00712,5.5707726,3.6804833,2.536118080895331e-08,1.3526775956467694e-05,1.0,EN-LIKE
HU03G02543,5.5565276,4.281621,2.7519394956520707e-08,1.4105482875141896e-05,1.0,EN-LIKE
HU07G00854,5.553679,3.314091,2.7971932869399834e-08,1.4105482875141896e-05,1.0,EN-LIKE
HU02G01488,5.532786,3.9787533,3.151839498258001e-08,1.561004794360458e-05,1.0,EN-LIKE
HU07G00998,5.52234,4.906605,3.345151339871353e-08,1.6276802177426662e-05,0.9285714285714286,EN-LIKE
HU10G01071,5.5128427,1.5311401,3.530834055170844e-08,1.6884083193131616e-05,1.0,EN-LIKE
HU07G00983,5.4929,3.0471344,3.953871789670234e-08,1.8586548150254904e-05,1.0,EN-LIKE
HU04G00430,5.480554,5.3908753,4.23995944362557e-08,1.9599212528159198e-05,0.9285714285714286,EN-LIKE
HU07G00927,5.466309,3.9085467,4.5950308614388344e-08,2.0555351764839688e-05,1.0,EN-LIKE
HU03G01788,5.4587116,9.877844,4.796020174037626e-08,2.1113907861418027e-05,0.8571428571428571,EN-LIKE
HU01G01910,5.4530134,3.186107,4.952328461203999e-08,2.1131204595614293e-05,1.0,EN-LIKE
HU05G00283,5.4530134,9.525769,4.952328461203999e-08,2.1131204595614293e-05,0.8571428571428571,EN-LIKE
HU03G01865,5.4397182,8.21873,5.3364918598674035e-08,2.2425394202033703e-05,0.8571428571428571,EN-LIKE
HU10G00495,5.40553,3.9100733,6.461703022694356e-08,2.6748557214093726e-05,1.0,EN-LIKE
HU10G00857,5.390335,6.7891426,7.032635655643528e-08,2.8683845574893124e-05,0.8571428571428571,EN-LIKE
HU11G00461,5.379889,2.9671643,7.453182878941542e-08,2.968675208183104e-05,1.0,EN-LIKE
HU08G00358,5.378939,3.7839122,7.492600128819805e-08,2.968675208183104e-05,1.0,EN-LIKE
HU03G00738,5.367543,6.9852896,7.981641599116846e-08,3.1178990105845874e-05,0.8571428571428571,EN-LIKE
HU06G00450,5.3637443,4.1226115,8.151420082366937e-08,3.13999494422843e-05,1.0,EN-LIKE
