names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,cell_type
HU09G00828,1.6340511,0.8832793,0.1022481295483928,1.0,0.16541353383458646,VAS
HU05G01646,1.6337681,2.301131,0.10230755113998079,1.0,0.11278195488721804,VAS
HU06G02469,1.6334852,1.594258,0.10236700020726537,1.0,0.13533834586466165,VAS
HU01G02510,1.6329192,0.5572526,0.10248598080069402,1.0,0.23308270676691728,VAS
HU04G01577,1.6326363,1.2262354,0.10254551234272091,1.0,0.14285714285714285,VAS
HU10G00995,1.6317874,1.0678211,0.10272427204533402,1.0,0.15037593984962405,VAS
HU04G00239,1.6315045,1.8499496,0.10278391366484542,1.0,0.12781954887218044,VAS
HU06G00170,1.6309385,0.6871999,0.1029032795294543,1.0,0.3383458646616541,VAS
HU04G01425,1.6275432,1.2562367,0.10362179156588075,1.0,0.14285714285714285,VAS
HU06G00723,1.6269772,1.2703391,0.10374193030559328,1.0,0.14285714285714285,VAS
HU06G00890,1.6269772,2.2490451,0.10374193030559328,1.0,0.11278195488721804,VAS
HU01G00240,1.6264113,1.1609422,0.10386217970975226,1.0,0.15789473684210525,VAS
HU07G02266,1.6264113,0.5125849,0.10386217970975226,1.0,0.2556390977443609,VAS
HU02G03012,1.6258454,3.0623596,0.1039825398417498,1.0,0.10526315789473684,VAS
HU06G01581,1.6252795,1.3703228,0.10410301076496548,1.0,0.15037593984962405,VAS
HU02G00398,1.6249965,2.2289333,0.10416328779308279,1.0,0.11278195488721804,VAS
HU11G01448,1.6244307,1.516142,0.10428392502193458,1.0,0.13533834586466165,VAS
HU06G00064,1.6235818,2.1922941,0.1044650889155266,1.0,0.11278195488721804,VAS
HU05G01480,1.6187717,0.4719413,0.10549640998506,1.0,0.2706766917293233,VAS
HU08G01333,1.6184887,1.8946123,0.10555732661123661,1.0,0.11278195488721804,VAS
HU08G01900,1.6179228,1.1101825,0.10567924358197121,1.0,0.15037593984962405,VAS
HU02G01566,1.616508,1.9589076,0.10598452473463457,1.0,0.12030075187969924,VAS
HU05G01125,1.616225,1.6721165,0.10604566480991105,1.0,0.12781954887218044,VAS
HU01G02411,1.6156591,0.43366688,0.10616802886836421,1.0,0.43609022556390975,VAS
HU10G00614,1.6148102,1.3369993,0.10635178484417647,1.0,0.13533834586466165,VAS
HU02G00417,1.6145273,1.7146397,0.10641309283784502,1.0,0.12781954887218044,VAS
HU09G00227,1.6133956,1.0753678,0.10665860503153268,1.0,0.17293233082706766,VAS
HU04G01027,1.6119808,0.44912827,0.1069661263578382,1.0,0.23308270676691728,VAS
HU02G02899,1.6100001,0.51084316,0.10739783600400743,1.0,0.21804511278195488,VAS
HU01G02302,1.6083024,4.043645,0.10776897020541631,1.0,0.09774436090225563,VAS
HU04G01267,1.6077365,0.5808462,0.10789290702063647,1.0,0.23308270676691728,VAS
HU01G01966,1.6074535,0.5912962,0.10795491772892041,1.0,0.22556390977443608,VAS
HU04G00716,1.6071706,3.8955164,0.10801695664814172,1.0,0.09774436090225563,VAS
HU05G00095,1.6071706,2.3787935,0.10801695664814172,1.0,0.10526315789473684,VAS
HU03G02386,1.6063217,1.8311174,0.10820324275007483,1.0,0.12030075187969924,VAS
HU05G01989,1.6049069,3.7168403,0.10851428453925484,1.0,0.09774436090225563,VAS
HU03G00623,1.604341,0.6140261,0.10863889917173397,1.0,0.21804511278195488,VAS
HU06G00921,1.6040581,1.7240509,0.1087012489301454,1.0,0.12030075187969924,VAS
HU03G01420,1.6040581,0.38025197,0.1087012489301454,1.0,0.42857142857142855,VAS
HU03G01492,1.6032093,2.2688985,0.10888846806831787,1.0,0.11278195488721804,VAS
HU07G02174,1.6032093,1.0635425,0.10888846806831787,1.0,0.15037593984962405,VAS
HU05G01608,1.6026434,1.1532527,0.10901342245807086,1.0,0.14285714285714285,VAS
HU06G00660,1.6006627,1.1816384,0.10945165608631391,1.0,0.13533834586466165,VAS
HU08G01325,1.6006627,1.2267513,0.10945165608631391,1.0,0.13533834586466165,VAS
HU01G01978,1.6000967,1.7225027,0.10957712117160692,1.0,0.12030075187969924,VAS
HU05G02186,1.5998138,1.3523779,0.10963989633300411,1.0,0.14285714285714285,VAS
HU06G02487,1.5998138,0.9111948,0.10963989633300411,1.0,0.14285714285714285,VAS
HU11G01957,1.5972673,1.7126228,0.1102061527589318,1.0,0.12030075187969924,VAS
HU02G03296,1.5969843,1.7727612,0.11026921250248732,1.0,0.12781954887218044,VAS
HU07G02077,1.5969843,0.3846109,0.11026921250248732,1.0,0.41353383458646614,VAS
HU06G01299,1.5964184,2.1426692,0.11039541750131299,1.0,0.12030075187969924,VAS
HU11G01189,1.5947206,2.22995,0.11077471715503143,1.0,0.11278195488721804,VAS
HU02G02653,1.5941547,2.2112365,0.11090137880065545,1.0,0.11278195488721804,VAS
HU10G01948,1.5941547,1.2900021,0.11090137880065545,1.0,0.14285714285714285,VAS
HU08G01433,1.5935888,2.1431797,0.1110281547644155,1.0,0.11278195488721804,VAS
HU08G01899,1.5913253,0.48585624,0.11153640305138297,1.0,0.24812030075187969,VAS
HU09G01479,1.5890616,27.519636,0.11204648542875746,1.0,0.09022556390977443,VAS
HU04G01403,1.5890616,27.303288,0.11204648542875746,1.0,0.09022556390977443,VAS
HU02G02698,1.5890616,27.88502,0.11204648542875746,1.0,0.09022556390977443,VAS
HU03G00175,1.5884957,1.6842588,0.1121742930680494,1.0,0.12781954887218044,VAS
HU09G01445,1.5879298,0.67592824,0.11230221565011993,1.0,0.17293233082706766,VAS
HU02G00714,1.5876468,2.836465,0.11236622006418816,1.0,0.10526315789473684,VAS
HU05G02119,1.5873638,0.8722688,0.11243025323733806,1.0,0.16541353383458646,VAS
HU08G00752,1.586798,1.6603682,0.11255840589205525,1.0,0.12781954887218044,VAS
HU02G02184,1.586798,0.9209033,0.11255840589205525,1.0,0.14285714285714285,VAS
HU07G01174,1.5853832,2.7267811,0.11287929135817704,1.0,0.10526315789473684,VAS
HU03G02881,1.5834025,2.0419793,0.11332974172727434,1.0,0.11278195488721804,VAS
HU04G00822,1.5834025,0.93502104,0.11332974172727434,1.0,0.18045112781954886,VAS
HU04G02199,1.5834025,0.9875456,0.11332974172727434,1.0,0.15037593984962405,VAS
HU04G00129,1.5822707,2.052338,0.11358777703604567,1.0,0.12030075187969924,VAS
HU07G00066,1.5802901,2.6120794,0.1140404520436288,1.0,0.10526315789473684,VAS
HU03G02862,1.5791583,0.49441597,0.11429976045519931,1.0,0.2556390977443609,VAS
HU11G01480,1.5788753,0.4802526,0.11436466001966962,1.0,0.24812030075187969,VAS
HU03G01461,1.5783094,0.8015207,0.11449454615682166,1.0,0.15789473684210525,VAS
HU01G00584,1.5783094,1.9715796,0.11449454615682166,1.0,0.12030075187969924,VAS
HU02G01054,1.5774605,2.4974716,0.11468959299943006,1.0,0.10526315789473684,VAS
HU09G01559,1.5771776,1.9759914,0.11475466668115321,1.0,0.11278195488721804,VAS
HU03G01253,1.5771776,1.358992,0.11475466668115321,1.0,0.13533834586466165,VAS
HU10G00302,1.5771776,1.1079732,0.11475466668115321,1.0,0.16541353383458646,VAS
HU03G00804,1.5766116,1.8871995,0.11488490119239408,1.0,0.12030075187969924,VAS
HU01G02301,1.5757629,2.3223388,0.11508047094498682,1.0,0.10526315789473684,VAS
HU06G00106,1.575197,2.4625852,0.11521099619425451,1.0,0.10526315789473684,VAS
HU02G00395,1.574631,2.465516,0.1153416378471694,1.0,0.10526315789473684,VAS
HU09G01361,1.5740651,0.4799777,0.11547239596566632,1.0,0.5789473684210527,VAS
HU01G01691,1.5732163,2.3973324,0.11566875165181223,1.0,0.11278195488721804,VAS
HU04G01792,1.5729333,2.229815,0.11573426184704784,1.0,0.10526315789473684,VAS
HU11G00561,1.5726503,3.8267086,0.1157998012051011,1.0,0.09774436090225563,VAS
HU09G01707,1.5720844,1.0467443,0.11593096744059014,1.0,0.14285714285714285,VAS
HU03G00477,1.5718015,2.3663433,0.11599659433348765,1.0,0.10526315789473684,VAS
HU02G00712,1.5709527,2.2869527,0.11619365020553635,1.0,0.11278195488721804,VAS
HU11G01763,1.5703868,1.3038522,0.11632516685862766,1.0,0.13533834586466165,VAS
HU02G02939,1.5701038,2.3314393,0.11639096902986312,1.0,0.11278195488721804,VAS
HU07G01713,1.5692549,1.4313395,0.11658855101498321,1.0,0.12781954887218044,VAS
HU03G02141,1.5692549,1.2261995,0.11658855101498321,1.0,0.14285714285714285,VAS
HU08G01805,1.5675572,1.0749359,0.11698450530115623,1.0,0.16541353383458646,VAS
HU05G01997,1.5652936,1.753382,0.11751408597037216,1.0,0.12030075187969924,VAS
HU06G02418,1.5652936,0.35757214,0.11751408597037216,1.0,0.3233082706766917,VAS
HU04G00697,1.5650107,0.8703768,0.11758041564338179,1.0,0.16541353383458646,VAS
HU08G02038,1.5647277,3.158698,0.11764677469525162,1.0,0.09774436090225563,VAS
HU01G01709,1.5641618,0.9614941,0.1177795809663599,1.0,0.15789473684210525,VAS
HU11G00356,1.5635959,3.2451742,0.11791250484526027,1.0,0.09774436090225563,VAS
HU02G01170,1.5633129,1.2743165,0.1179790109068652,1.0,0.14285714285714285,VAS
HU02G02178,1.56303,3.3273869,0.11804554639349486,1.0,0.09774436090225563,VAS
HU02G00016,1.56303,0.43696052,0.11804554639349486,1.0,0.2781954887218045,VAS
HU07G02164,1.5624641,1.5920372,0.11817870567258514,1.0,0.12030075187969924,VAS
HU06G00862,1.5621811,0.5325473,0.1182453294804208,1.0,0.21052631578947367,VAS
HU02G00403,1.5607663,2.8836257,0.11857889050988757,1.0,0.09774436090225563,VAS
HU06G00128,1.5604833,1.1107737,0.11864569116760983,1.0,0.15037593984962405,VAS
HU04G01605,1.5602005,0.8764047,0.11871252132719262,1.0,0.18796992481203006,VAS
HU11G01205,1.5596346,2.1489344,0.11884627018264345,1.0,0.11278195488721804,VAS
HU01G01973,1.5576539,0.58285224,0.11931532161330428,1.0,0.2556390977443609,VAS
